Ingreso,"Título","Jurisdicción","Departamento"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","CANELONES"
2024/10/14,"ASOCIADO A VD","COMISARÍA 1","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 28","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SORIANO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/29,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","COLONIA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","COLONIA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","CANELONES"
2024/10/21,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/10/15,"ASOCIADO A VD","COMISARÍA 19","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","ROCHA"
2024/10/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","RÍO NEGRO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","DURAZNO"
2024/10/22,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","TREINTA Y TRES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/10/15,"ASOCIADO A VD","COMISARÍA 12","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SAN JOSÉ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RIVERA"
2024/10/21,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/10/15,"ASOCIADO A VD","COMISARÍA 12","PAYSANDÚ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/15,"ASOCIADO A VD","COMISARÍA 24","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","CANELONES"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORIDA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","COLONIA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/15,"ASOCIADO A VD","COMISARÍA 21","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SALTO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SAN JOSÉ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","DURAZNO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","SAN JOSÉ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MALDONADO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","TACUAREMBÓ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","ROCHA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","TACUAREMBÓ"
2024/10/15,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","ROCHA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","ARTIGAS"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","ROCHA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","TACUAREMBÓ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","ROCHA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","CERRO LARGO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RÍO NEGRO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TACUAREMBÓ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","ROCHA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 30","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/10/16,"ASOCIADO A VD","COMISARÍA 8","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","SALTO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/10/16,"ASOCIADO A VD","COMISARÍA 21","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","COLONIA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","ROCHA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","CERRO LARGO"
2024/10/16,"ASOCIADO A VD","COMISARÍA 30","CANELONES"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","LAVALLEJA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","ARTIGAS"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SALTO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/10/16,"ASOCIADO A VD","COMISARÍA 19","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","SAN JOSÉ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","TACUAREMBÓ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TACUAREMBÓ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","ROCHA"
2024/10/16,"ASOCIADO A VD","COMISARÍA 21","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RÍO NEGRO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","COLONIA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 27","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","SAN JOSÉ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 13","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","RIVERA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MALDONADO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","RIVERA"
2024/10/31,"ASOCIADO A VD","COMISARÍA 15","DURAZNO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","CERRO LARGO"
2024/11/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","CANELONES"
2024/10/16,"ASOCIADO A VD","COMISARÍA 4","COLONIA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SAN JOSÉ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 23","MONTEVIDEO"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 4","CANELONES"
2024/10/17,"ASOCIADO A VD","COMISARÍA 25","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","COLONIA"
2024/10/17,"ASOCIADO A VD","COMISARÍA 28","CANELONES"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 12","ROCHA"
2024/10/16,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","COLONIA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","TREINTA Y TRES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 21","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","RIVERA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 11","MALDONADO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","PAYSANDÚ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SORIANO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/19,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","LAVALLEJA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","LAVALLEJA"
2024/10/18,"ASOCIADO A VD","COMISARÍA 23","MONTEVIDEO"
2024/10/28,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","SORIANO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TACUAREMBÓ"
2024/11/06,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","MONTEVIDEO"
2024/10/17,"ASOCIADO A VD","COMISARÍA 20","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","SALTO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 19","MONTEVIDEO"
2024/10/28,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORIDA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 24","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","ROCHA"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","COLONIA"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","CANELONES"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","TACUAREMBÓ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 20","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","COLONIA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","CERRO LARGO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","FLORIDA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 29","CANELONES"
2024/10/17,"ASOCIADO A VD","COMISARÍA 15","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 9","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","CANELONES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","TREINTA Y TRES"
2024/10/17,"ASOCIADO A VD","COMISARÍA 4","DURAZNO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","PAYSANDÚ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 25","CANELONES"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/17,"ASOCIADO A VD","COMISARÍA 5","FLORES"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","SAN JOSÉ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","DURAZNO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 17","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 18","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 2","RÍO NEGRO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","RIVERA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 14","TACUAREMBÓ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 3","PAYSANDÚ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 6","COLONIA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","CANELONES"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 16","CANELONES"
2024/10/17,"ASOCIADO A VD","COMISARÍA 10","SAN JOSÉ"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 15","CERRO LARGO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 7","CANELONES"
2024/10/23,"ASOCIADO A VD","COMISARÍA 2","SORIANO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 5","COLONIA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 22","MONTEVIDEO"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 1","PAYSANDÚ"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 8","COLONIA"
2024/10/17,"VIOLENCIA DOMÉSTICA","COMISARÍA 10","MONTEVIDEO"
2024/10/17,"ASOCIADO A VD","COMISARÍA 21","MONTEVIDEO"
2024/10/18,"VIOLENCIA DOMÉSTICA","COMISARÍA 26","CANELONES"
